name,hash,x,y,z
auckland indie,847a734e,-91.7644,-46.1764,2.9216
oyun havasi,6c5b1e60,108.6149,7.9553,-27.303
central asian hip hop,99f86fff,135.0536,-84.0974,-9.8945
antideutsche,8ecedef2,42.6992,-96.9948,10.0011
christian metalcore,d07660f1,-203.8393,-96.5129,-8.6178
chiptune,7d030da7,-34.3502,-149.5859,-8.0773
spanish modern rock,94ec75c4,-127.2775,-130.5544,13.6753
post-minimalism,05bc9c7c,-80.3074,215.2122,-2.8743
rap uliczny,6dd62a37,148.9461,-53.561,0.0237
nederlandse hardstyle,d2275127,66.7321,-207.4062,-3.5469
gothenburg metal,4d277b63,-203.283,-86.6732,-8.9978
icelandic experimental,c791ad67,-184.6065,103.1317,3.4281
kabarett,3f3020f3,273.1229,135.7856,-28.7929
latin classical,a4559a8a,28.8352,298.5503,-50.2478
ghanaian alternative,a4be24f2,158.1028,2.5395,6.2839
deep pop edm,a2eeb124,35.6611,-190.232,-36.9658
jangle pop,b6628740,-102.627,4.4556,5.9198
calming instrumental,93013237,-71.1648,190.3735,-6.0394
ethereal wave,ae8fe3e8,-164.3161,-8.7682,-8.7901
emo rap italiano,a83c0385,52.1152,-78.7455,-3.015
polish underground rap,1a7bc559,136.255,-89.8944,-3.7909
musica aragonesa,209641d7,2.6675,31.3388,13.0948
turkish edm,c59b8658,159.4246,-192.4049,6.262
balkan trap,337f2b44,136.4931,-141.0957,19.3021
gothic rock,30488f80,-113.8091,-120.1899,3.3443
classic peruvian pop,f23f313a,155.679,116.7984,6.1509
italian opera,ab8e6013,-144.156,287.4467,-10.6607
gospel antigas,adf5c31c,-48.937,36.95,7.7711
celtic punk,a68b3e36,-122.0192,-68.2362,6.0818
irish folk,18af11dd,26.7215,166.6767,-3.4078
dream plugg,50ca1ceb,72.0579,-63.3479,-19.7783
classical drill,94751097,-115.7745,245.4636,6.7726
rock andaluz,342c331f,-8.1195,-0.1019,-17.9135
focus beats,063434a8,128.9496,71.0793,-8.74
j-indie,19661f1c,-48.0979,-88.9628,-14.4537
rap boricua,d0a783a5,157.9914,19.2449,-2.7192
indonesian city pop,a0f01f05,-32.3397,16.9203,2.682
afrobeat,0d25f6f8,139.5737,65.7145,1.4167
rap uruguayo,ef81b7b0,147.0972,-52.6497,18.689
pop teen brasileiro,fd1a9ca7,97.0762,-106.2231,6.7646
dark plugg,8f744d38,69.9628,-64.0533,22.6477
idol kayo,2c9c986a,11.9137,-66.86,31.2472
kiwi rock,a892aeff,-101.3792,-82.8106,20.7264
maga rap,a6bd8907,157.5274,-85.9594,-3.7199
pop chileno,2ff7e69b,32.3801,-39.2825,28.43
chinese indie,d4dfdb17,-72.2315,11.3696,-1.9161
brain waves,ae54a37b,-250.22,155.6553,-30.2453
argentine heavy metal,462093a7,-157.1865,-56.0869,-7.5536
chinese singer-songwriter,bd4f18b4,-52.0771,5.2882,14.0137
arab electronic,fe9a6e52,172.3194,-188.5099,6.647
chihuahua indie,eeeabac0,7.036,-21.1582,11.4988
progressive post-hardcore,6c6e9567,-147.6661,-89.1838,-10.6439
microhouse,915351f0,179.016,-177.97,-1.4639
portland indie,1457cb0e,-89.192,22.1913,-0.4395
comedy rap,11e5b02f,181.2189,-63.3775,0.5252
samba-jazz,f65795e1,69.0076,203.9759,4.0201
classic garage rock,6883b898,-17.1904,48.0965,17.4016
game mood,78d79137,88.573,-102.2408,13.4563
portland hip hop,e7d2906e,131.9331,12.7436,-6.0131
ukrainian viral pop,ee1a558e,90.4272,-59.403,4.0568
belgian rock,7fd47eae,-22.9975,-21.9484,6.855
russian grime,644d93d1,124.4944,-44.5298,-0.947
chilean indie,cd68a0f8,-4.949,-47.6876,-3.4408
french opera,d937e906,-127.286,266.0263,1.2414
anime phonk,eedfaafb,71.4248,-166.7665,-17.0993
glitchbreak,7d8056a4,-42.2612,-148.3746,6.0178
west bengali pop,0e4140e6,-19.2479,59.9386,-7.7419
rock catala,249ab3bc,9.1049,20.0517,-3.2793
neue deutsche welle,94a9d099,57.2175,-88.6495,-26.0128
fourth world,cc846271,-139.7044,120.1085,-5.6938
native american traditional,ec79525d,-77.0849,148.8095,-16.4095
music box,d8fea241,125.8944,116.0214,-15.247
bgm,9e94776d,129.9799,164.9333,-54.0009
samba paulista,5e118ddc,49.7205,39.9349,-23.2366
viking folk,0893e5b7,-110.1871,37.8984,-2.7027
neomelodici,0d36f15a,19.1819,-57.5006,-15.9588
comedy,3e56e6a4,141.4223,223.5611,10.5061
chicago house,916d321d,239.3272,-232.1435,4.4742
tropical alternativo,54dc4119,97.1245,-136.3025,3.6608
vietnamese trap,b4cb1237,146.4565,-92.3647,-3.3511
musica angolana,b1dae343,112.0381,-61.8078,-3.9571
samba-rock,3c1b8a90,100.0807,13.6627,-14.8059
brega romantico,685fead7,61.6848,-67.6947,1.4959
korean instrumental,77b68a92,83.0768,276.6324,8.5212
halloween,d9bc17fe,-188.9355,71.8195,-4.7656
trap pesado,3ffef7db,222.3444,-124.7616,-4.8388
theme,dc151a5a,-110.8097,92.3283,11.2155
persian hip hop,d6118e9a,104.7426,-12.9151,-12.6234
rap underground mexicano,6537a1a0,174.2854,-68.5249,18.0551
narodna muzika,d2f4e613,-32.0289,36.8985,21.0311
swedish indie folk,c3d8cf37,-63.712,109.6736,-16.8
trap dominicano,3f6de894,195.8582,-43.2246,-0.3482
contemporary classical,716e4f90,-148.147,273.644,-5.3692
southern americana,360227a4,-52.733,50.1952,10.5828
fotbollslatar,1e6d3dcb,33.888,-46.5925,28.7797
texas blues,e737e420,168.8517,176.6571,-15.9376
huzunlu sarkilar,2644ad41,53.3742,29.4425,5.2533
malayalam pop,afb7190f,59.1765,12.2119,28.5663
electrofox,83e331da,61.5713,-202.4744,-1.5689
partido alto,c182be6c,64.0375,59.3734,-2.5375
rap nacional antigo,21ba14fb,181.0781,-59.5523,3.8594
italian pop rock,66dbfec8,-20.777,-94.5912,-4.7149
murcia indie,597a37eb,-72.3578,-98.8184,-15.7325
german trance,e3f2b4f5,37.7042,-231.9482,-16.226
reggae tuga,17b7deff,149.4024,-142.1574,16.9411
concepcion indie,81d95ef7,-105.5389,-27.5737,18.0516
canadian folk,819fb97e,-20.4561,72.6267,-0.3589
pop quebecois,db1a1973,-28.4495,-35.3843,2.5673
uk melodic rap,63c01e61,150.293,25.7558,4.3114
piano worship,61c1db09,17.6493,200.3277,7.3139
new jersey punk,ca591e5b,-157.7749,-8.3677,-8.762
instrumental post-rock,2befb9c9,-204.0605,32.2447,-6.1785
nordic house,e1e38604,51.2191,-203.0423,-0.7829
australian alternative pop,309ced24,26.2628,-68.9934,-13.894
dutch metal,a49238c9,-190.244,-40.3697,-10.4193
volkspop,2b6f3864,72.5634,-69.781,19.2218
kavkaz,254dc3f3,69.8828,-146.8924,7.9914
polish indie,000b592a,-28.7524,-71.6508,-9.529
no beat,ce2556c0,362.3255,-128.9374,53.236
japanese new wave,e26b2c16,-30.5569,-113.7194,12.1995
cologne indie,f1826334,-23.8751,-106.1657,6.9979
new jersey underground rap,fe7f95f8,173.3593,15.4522,14.2767
reggae do maranhao,c248b88f,218.8129,-114.2478,23.3045
french tech house,327b1a4d,289.1404,-247.7956,10.7274
minimal melodic techno,dc7aca28,166.2887,-208.8451,3.9189
japanese pop punk,6f0b61c8,-168.1128,-113.1344,0.5036
lagu timur,f9186837,77.5105,-92.1121,9.4924
slc indie,075ccf70,-97.4699,-79.8539,22.0474
mizrahi,9ac41142,-27.3285,-45.9702,11.1734
musica costena,c4c0e2c0,176.3414,28.4445,4.9256
entehno,87f8c5d6,-22.63,124.8657,-10.0078
lustrum,59f9e5e2,217.7149,14.3148,-4.3209
balkan hip hop,6bc74128,163.6551,-33.7879,2.8533
hip hop quebecois,56377228,130.4106,0.3148,9.5012
cowboy western,a614aea2,72.2084,164.1474,-11.2377
uk experimental electronic,0359dc8b,-19.2215,-31.2712,-5.1551
malaysian mandopop,70c00693,-33.0054,30.7519,12.298
welsh metal,8f93a8bd,-175.2386,-75.0308,11.897
reggae cristao,fca7d436,53.8366,-54.762,-16.1171
indonesian emo,896d2f42,-162.4406,-93.783,-4.8977
metallic hardcore,1e7d7372,-171.6989,-15.1754,8.012
belgian indie,fd9c6509,-61.2345,-30.6716,4.2781
rochester mn indie,c4bc2746,-82.1825,3.4015,6.4707
liedermacher,226b4ebe,94.1069,104.2035,-4.0069
victoria bc indie,49c5364d,-72.4478,19.7704,-13.7267
japanese viral pop,59d66123,57.3806,-145.0753,9.4936
bay area indie,eb011c77,-85.5865,17.7652,-3.7546
trap peruano,7246eaeb,172.0519,-25.0716,-1.3478
ska chileno,1f4b48ec,85.8273,-112.2986,-4.3047
marathi pop,f8b7d94b,75.6299,2.2812,-8.414
trap antillais,cc832d29,180.7259,-59.7276,0.1214
laboratorio,069cf24c,-97.0283,179.4635,-2.5294
chillsynth,05b3b279,-10.8312,-144.9785,-13.5604
minimalism,fa3d1069,-127.2376,239.3332,9.5821
chalga,d7f58f2a,94.487,-176.0728,4.4546
dutch cabaret,691c7e3f,113.2758,127.4766,-10.467
brega funk,4b9c6b13,290.5453,-161.0397,4.0591
chicago blues,1c596411,170.9891,165.0317,-47.2281
hungarian rock,a95bdae0,-73.7297,-118.3644,9.9124
trap tuga,6036f63f,163.149,43.8878,-4.5911
barnemusikk,c49a2c31,84.8776,84.5087,-5.8344
birmingham grime,4768fd5b,155.0444,12.7987,0.9503
parody,c8c57656,89.0085,46.0631,-10.5426
nuevo folklore mexicano,5fff31dc,55.2079,57.7813,-10.3862
rap tunisien,b33b0793,150.732,3.4198,4.7497
future rock,d0dc6bb1,-112.5153,-238.999,-22.5454
jamaican hip hop,25ac9293,189.0891,17.1559,-14.8524
mantra,00e8a1eb,65.4736,76.1791,-9.8716
classic iskelma,e6f440ca,-3.7146,84.4453,3.1858
new weird america,39f3a209,-86.3446,123.6278,13.5399
colombian rock,344bc2da,1.9967,-98.1333,11.3176
brazilian punk,44735723,-119.9728,-11.0654,-4.4334
big band,ea594529,94.7427,211.3048,23.8961
japanese old school hip hop,36e25914,137.4099,-163.6109,0.6887
kermis,f111f4ca,-49.1542,57.5541,6.0959
dong-yo,3533e5d5,147.5336,36.1503,4.3594
diy emo,05290a35,-122.5866,-56.185,-0.94
plug brasileiro,3ddaa402,136.3812,-103.0735,-3.3624
uk garage,92674b84,195.7839,-176.5846,-2.2381
italian soundtrack,ce6a50fa,-195.9332,167.8849,-7.053
australian indigenous music,10936b43,-13.1506,2.6388,-1.8865
deathgrind,2ec64969,-223.4981,2.096,12.4372
neo classical metal,42574d32,-184.3661,-66.1233,-0.6188
taiwan hip hop,920c1231,115.9351,-117.5872,1.3953
neoclassicism,384032d1,-120.4389,283.097,1.8054
ambeat,f0e764b2,89.9284,-105.9173,-4.2659
peruvian hip hop,06384f73,190.3368,23.5239,-0.2657
south african gospel,63a6f90a,-66.1565,47.7278,-16.1049
swedish country,8c2e0f0a,-39.1955,-16.8577,7.8363
symphonic deathcore,75680c56,-232.4414,-100.3651,17.9219
lagu melayu,9049f40a,-80.9648,-120.992,-4.125
thai folk rock,0c6f5fbd,24.0392,-75.4278,-17.7632
shanty,1403bfc3,68.0976,124.825,-8.7566
scandinavian r&b,05b979e5,65.6883,-87.922,16.1653
kwaito,e7664de0,157.5841,-161.2343,-2.189
australian indie rock,8a78ad85,-102.0962,-101.09,7.4905
east coast reggae,27aec6d6,116.9482,-58.3436,14.0234
emoplugg,b1836a43,-18.9264,-144.9129,-3.4793
finnish trap,ea51e45e,155.0071,-152.4804,-12.8198
indonesian punk,d1f59553,-135.0279,-135.3146,9.0634
rock baiano,bae38bd9,31.1361,12.9023,-0.692
brisbane indie,fc4eae0f,-125.9195,-86.3164,4.5781
greek underground rap,a7e0e341,126.1813,-1.8583,-4.1757
musica tamaulipeca,120b7765,96.7885,46.5704,-6.4241
british children's music,3541fb81,157.863,51.271,6.1352
progressive deathcore,0d45ec26,-210.5194,-120.2717,-1.3226
arab alternative,86774b99,26.6141,-4.715,-2.5805
melodic techno,55b7711b,236.5413,-236.3529,1.5934
pinoy pop punk,f2e72df1,-134.4389,-88.56,-6.4952
swancore,b8459eec,-155.887,-113.4348,2.177
gregorian dance,a218766f,-75.6514,-110.2856,13.7814
assamese pop,17f628ba,9.4127,46.9572,13.4401
future funk,f6f88e1a,50.5219,-173.0769,-0.2178
electro jazz,fbf658ed,113.2702,-137.2469,5.5648
grime brasileiro,f74a2de0,157.3378,-0.5348,12.6944
guaracha,f2700322,250.4782,-227.8944,43.9007
romanian rap,5b588f4c,171.4417,-15.3069,-9.0971
czsk emo rap,1e94ff5d,104.9938,-88.6492,-9.2717
wrestling,27be5fea,-20.6368,-168.5729,0.3389
deep comedy,71b891e8,182.7082,222.3905,29.8207
uk contemporary jazz,279e83b2,34.8653,33.9485,7.8119
latin viral rap,380a0e9c,121.6394,7.0388,5.8071
strut,dd363eeb,105.3385,-168.5405,9.4139
bergen indie,a22faabb,-42.4911,-63.3632,13.1863
tagalog worship,469cc9d3,-115.4878,116.6118,-28.0752
country gospel,b739fbd2,87.7171,151.9403,-30.1531
dark cabaret,d71bc4c8,-51.0621,47.5107,8.7309
folclore salteno,55ebc461,123.1807,158.352,4.2705
progressive psytrance,b925298d,171.4354,-248.0593,10.4566
dark wave,dfb7d143,-76.5365,-172.4976,-15.3057
ska revival,ca30c007,129.8359,47.1629,-3.0501
corridos belicos,d1fb2b0c,87.1698,51.4261,0.6731
new comedy,baa133e3,192.266,228.2572,32.3221
russian edm,84c4d053,53.4582,-222.5947,-2.5036
ecuadorian pop,93aa99db,100.226,-48.6873,-8.6238
roda de samba,bc15b482,64.0437,38.75,-30.5834
fado,f4f2421c,9.5479,177.9636,9.1172
post-screamo,c577f0ea,-185.0178,-229.2119,9.1389
vintage french electronic,08f7cade,-43.8219,65.8313,7.7121
carnaval cadiz,97ec81de,69.1421,36.1906,-14.4632
pastoral,2775ad0e,-126.672,154.1309,-11.6975
acoustic rock,f90d6ae5,-19.098,68.4863,16.0414
rock independant francais,53a96164,-35.7186,-97.158,-6.5622
texas pop punk,2e878d01,-117.7884,-187.2857,-7.4207
alternative roots rock,4fc8b2c9,-99.3204,20.1204,10.5088
japanese post-hardcore,400b562c,-199.8691,-82.0871,3.0302
nova musica pernambucana,98e89cd8,56.8518,4.3185,11.2212
slovak hip hop,519d1adf,115.7375,-61.3007,0.358
musica sinaloense,efa6f0cf,160.0723,84.4774,-7.5754
comedy rock,5d49dfdd,245.5202,145.1251,-18.4122
colombian indie,bd0ed917,47.6745,-70.0228,2.0189
volksmusik,f60c704d,-22.3394,-61.0445,-7.0433
belo horizonte indie,d8d94c9d,10.5411,16.0675,0.5686
ostrock,c9aca0fc,10.0137,-39.0943,21.1887
israeli hip hop,51249539,118.1724,-60.8115,0.9296
vbs,225077e6,48.0789,-1.0934,4.9675
xtra raw,c9f15dcb,-82.0172,-162.0355,-11.6915
musica per bambini,3c9f7675,85.6892,-36.6448,18.6861
louvor,3197e181,-49.8141,103.9434,-2.7326
french jazz,764497e3,126.3483,185.6125,-9.0892
hard bass,b579aad4,143.4277,-202.3849,23.5258
world devotional,9bdf7df2,-109.8951,145.974,-5.462
industrial hip hop,dfc951b0,8.6001,-86.9235,18.4568
russian hyperpop,1b00372b,-40.4697,-87.9007,6.6874
japanese metalcore,cabff871,-198.6201,-151.7276,12.6179
german oi,00146f8c,-132.9002,-72.0101,1.5606
nepali pop,375f0f28,19.4954,1.1702,11.6196
sinhala pop,d6bf6d23,64.4551,-0.9974,26.4382
darksynth,c675bb6f,-90.3548,-208.041,-10.1401
korean indie rock,54fc9ca4,-88.161,-87.9247,7.1503
gregorian chant,3cd79b78,-87.9048,217.7621,-0.9337
mambo,78492a38,138.5145,176.2669,-7.4078
deep talent show,8f08d35d,-66.5085,-16.492,11.1457
miami bass,5d5d418f,225.8408,-187.8603,23.2711
vietnamese singer-songwriter,947ed66a,-14.093,69.5844,17.0837
classic thai pop,76139fd8,33.0076,-42.9071,11.8267
argentine punk,d789850a,-123.341,-38.2106,-13.2057
samba reggae,3a4c52e5,69.6413,-42.9518,21.6353
turkish soundtrack,4370f88f,-112.9157,102.0924,-4.4568
musica andina,3f233b10,94.7781,119.9541,-17.4282
chinese idol pop,9fa5e9ee,11.2456,-132.2327,-5.3353
kansas city hip hop,f579a18f,138.5176,-16.0689,-13.729
steampunk,11f49500,-25.5596,-13.635,14.5603
experimental ambient,ded20dda,-202.644,123.086,-18.6054
deathgrass,7927bc7b,-45.0148,43.9799,2.746
drain,2780acf0,-45.1179,-65.3173,0.08
russian viral rap,39b104f5,181.642,-148.8847,-9.7845
j-ambient,5e21c507,-115.0162,143.9163,-22.105
banjo,9ccab1a6,92.9391,123.5152,-7.1233
cancion infantil mexicana,59dd4749,126.9679,62.245,-1.6785
solfeggio product,51a4a709,-259.2063,193.905,13.8646
slamming deathcore,39b8bc91,-219.6159,-74.2953,-5.7045
classic polish pop,6d289dae,15.8202,115.1508,2.7565
turkce kadin rap,dd9cd336,129.0807,-130.1935,11.8914
norwegian rock,85f606c9,-127.4741,-22.079,8.8218
jungle,cfd47b3b,141.2606,-218.0103,-0.225
ecm-style jazz,9c6cc8c5,-21.3648,221.8349,6.0122
abstract beats,f12d63ec,79.4673,-51.8824,11.3414
cello,b7cf79ff,-161.2646,101.4509,-17.4913
ukrainian phonk,30e45481,97.5566,-183.1988,6.1091
saxophone house,57d03a4e,47.3166,-179.8236,-14.0748
south african trap,a5787368,131.1076,-9.3536,-0.911
nottingham hip hop,3fd1b3f6,154.9467,7.3657,12.5663
reggae cover,3a757f41,119.9058,-138.0784,4.6562
old school bassline,4b8880cd,195.1984,-180.3231,1.0944
polish alternative rock,f0618d3a,-73.9974,-102.5394,1.2119
rock quebecois,8104888a,-76.2521,-6.0721,7.6518
indonesian ska,25a7bfdd,73.2395,-126.7912,3.4679
australian r&b,cb21509a,64.8529,-92.9353,-19.0517
emo mexicano,284978dc,-137.4179,-106.1396,-5.9789
islamic recitation,b10d06b7,73.6479,317.9419,-30.3801
english baroque,e03d783b,-92.2293,235.2092,-3.7968
uk tech house,ea1e24c6,299.2005,-252.5967,12.049
australian post-hardcore,64e4886a,-225.0136,-196.3827,30.3055
synthesizer,721efe1f,-132.4198,46.8877,4.3502
deep new americana,f8cd90f9,-47.0404,39.0657,28.7687
russian underground rap,6939b370,104.9577,50.0116,-11.1889
dark rock,4f73e8bc,-146.0584,-190.9746,-4.7836
dark post-punk,db09c4ba,-115.588,-228.2703,-11.1348
old school dancehall,8d939d97,242.6241,-86.6378,14.8955
doom metal,3477002b,-212.8581,8.0698,15.0026
musica poblana,8749f5dd,198.0443,-152.7925,3.4228
italian tenor,7f34d351,-145.8589,263.3362,-3.5338
canadian classical,43109c4c,-193.265,269.0808,26.8288
classical tenor,024aa17e,-190.5053,268.2035,-1.5288
swedish americana,f7aa4beb,-95.8942,108.4052,10.8498
swedish melodic rock,22af6a72,-135.7133,-163.2931,-8.0042
dangdut remix,7ec10bf5,111.2761,-183.1206,21.4479
crossover thrash,195728ce,-193.1529,18.2789,-8.0224
russian rave,6c282af7,77.4073,-175.3934,-13.3389
musica potosina,a318b8a4,168.6974,49.2693,-7.8755
sacramento hip hop,340328b2,174.6845,-7.4508,3.6473
german indie folk,317d7d4f,-3.003,57.5288,11.8703
north east england indie,3c513f2a,-80.9099,-27.2561,-9.9972
punk rock mexicano,39f48223,-125.5338,-66.9452,20.2215
psicodelia brasileira,9cc5370a,21.6747,66.5987,14.5914
josei rap,66ed54db,113.7963,-133.9059,18.1417
japanese instrumental,87134799,56.0132,119.9439,-16.8696
bakersfield sound,38616d15,70.0161,78.9591,-16.8233
korean old school hip hop,d789d7ba,148.6321,-133.1754,1.8622
korean talent show,aa081ef9,-115.592,103.0794,7.2522
chinese hip hop,ff9de28e,124.1703,-78.3748,2.5043
tex-mex,300a7f0b,134.0004,-13.3166,-8.6541
anime cv,456d6f4b,-60.3289,-152.3286,-0.6771
city pop,45a6eee0,50.1899,-94.7302,1.8669
deutschrock,600f1f81,-115.1201,-118.4516,1.7333
drill brasileiro,2c105faf,151.4081,-7.2568,-4.104
kawaii metal,6844667e,-205.3645,-181.0028,21.8474
canadian metalcore,cab99023,-219.6059,-144.328,-7.0525
groove gospel,2afb9458,-55.2342,-5.1764,24.8029
jewish pop,4db97264,-43.093,-20.6032,13.1855
orgcore,55a57770,-158.0798,-53.7852,-5.4453
classic belgian pop,3920f033,16.4916,-35.8307,17.8784
brazilian metal,0b68232a,-181.8617,-45.0322,6.4663
ballet class,2c314834,145.5537,186.0809,-0.3925
musica catalana,595b11fd,52.4456,-75.1531,-6.2417
kindie rock,e89d91d2,107.9039,55.0246,-14.515
musica neoleonesa,72d01e88,189.1822,39.8274,-9.8331
indian fusion,d3d28a22,14.7042,60.4028,9.251
carnatic,041ffae9,9.3006,237.0472,-8.183
popwave,cab82216,-47.1155,-176.703,2.3762
nottingham indie,5d932a08,-91.4487,21.7351,7.414
psychedelic pop,c84761f3,-65.6357,-12.2973,-1.8452
battle rap,7b4ff672,120.4852,16.3895,-3.5517
classic j-rock,c8e55873,-47.6803,-80.3738,-12.4132
indonesian post-hardcore,a70a7a0a,-145.7775,-128.8151,-4.9211
nightrun,9668873d,-135.8874,-262.7138,-16.5656
albuquerque indie,9f6ff886,-25.0212,-28.5658,-11.0372
irish country,954a3588,-59.0925,77.4678,-9.1827
portuguese rock,9fe6ba3a,-23.4494,9.0668,-4.9518
roots americana,fceff6fb,-28.6842,19.7911,4.3991
brazilian indie,6ccb8d81,72.3001,-11.7543,12.0041
glam punk,afd93301,-165.9036,-53.5111,-1.6472
brazilian emo,e2e122e9,-140.0856,-62.7077,11.4852
brit funk,4ba18904,105.4997,-129.0845,22.2358
alabama indie,b4f805b8,-101.0101,12.3644,3.8807
western swing,689d1dc8,102.6148,148.7956,-36.4823
cumbia lagunera,4c9f0de4,185.6487,-63.9722,3.5609
malaysian indie,27c89842,-88.0353,-69.533,17.2442
post-metal,9ec65aa9,-225.8777,0.1729,11.3171
french metal,a0c00546,-194.971,-76.2558,0.3938
classic norwegian pop,11a00faf,-5.514,68.0256,-10.2487
australian singer-songwriter,06164579,-50.9755,78.6777,-13.5775
8d,3c363836,-200.8747,67.0648,17.1348
blackened deathcore,e8f97efe,-251.0257,-68.515,-7.8299
tololoche,bd46728f,165.8461,86.3045,-10.4016
classic persian pop,d4da8ab0,-29.1179,144.0275,5.1531
flamenco fusion,506a0721,92.0365,-12.9389,-18.2567
double drumming,d362dc61,-129.6286,24.0033,21.8111
brazilian soul,b93c4182,93.5284,-19.7922,3.3073
west coast reggae,75bcebff,85.0731,-71.5462,6.2325
k-pop ballad,4c2c213c,-30.7604,77.1122,14.9812
manila sound,59f3435c,-52.9381,77.1348,-2.5484
canadian children's music,04dd1acd,165.829,112.2477,0.0928
jazz quartet,5a3cb885,90.1541,195.3422,3.7524
afro house,4620f9b0,233.0321,-215.201,3.6233
singaporean singer-songwriter,7aa7da24,-34.4665,58.4455,9.2837
sertanejo gospel,6a7273aa,27.4115,-66.4022,7.0188
traditional country,7056513f,95.3005,177.9357,-26.9803
dabke,d93d929d,7.6206,33.6178,-2.3642
lithuanian pop,bc9c10a2,69.9823,-133.5498,5.6745
christian uplift,e8994dbf,-128.2815,14.2988,7.1424
trop rock,d0e9a453,66.3584,-14.2385,12.6076
flint hip hop,202cf5a6,146.2143,-71.1048,-0.0519
trot,ac63f896,-69.352,23.0688,0.4577
rock alternativo espanol,1750ffc8,-128.0315,-111.933,-8.2018
virginia metal,bc2722a6,-196.5735,-18.8748,10.8106
lds youth,b2332431,-35.3622,49.7903,12.2182
chinese bgm,d40446bd,17.1733,155.0976,-0.1327
german viral rap,e3da1312,206.7846,-43.9563,0.8564
early avant garde,99dff87a,56.4409,322.8661,-64.8016
swedish jazz,f1d3150f,4.421,182.3282,12.1449
cumbia andina mexicana,bd03d4b7,121.7503,-2.6675,8.1729
super eurobeat,facaa2b5,25.3494,-193.3179,-23.0462
novelty,6b4e2582,91.325,86.487,5.0665
russian metal,18d818c9,-168.0182,-108.4108,-15.8801
witch house,197535ea,-123.1226,-149.0773,6.3058
acoustic chill,800e2420,44.3915,152.9575,-12.8845
african rock,308a1a10,-40.9888,-92.1449,20.0071
tribal house,73cc346d,195.7641,-235.1806,10.6411
space age pop,14123bb7,15.9556,163.5194,-11.1906
uzbek pop,299411f9,75.707,-101.8409,5.5807
finnish heavy metal,1093d065,-190.1882,-160.0271,16.6482
popping,1f5ee905,200.4447,-146.3235,-0.0636
glitch,7e616b84,-2.9128,1.8194,-17.1752
zouk,adfef7c7,118.5547,-163.9143,-0.5889
kawaii future bass,bd3feae9,-16.7106,-175.3906,-5.0426
musica alagoana,942d360d,83.7191,10.3346,-6.2231
louisiana blues,26ff17c2,109.1745,124.4692,-17.3938
rap cristao,48836f96,142.7728,-20.7553,-15.8881
hip-hop experimental,bee0dca5,97.4815,-119.0323,14.8961
norwegian metal,6c078a85,-245.1169,-38.0696,-31.5436
klubowe,1ddd8198,142.7958,-197.1569,16.5903
progressive jazz fusion,42014909,-61.1323,31.8985,2.8995
5th wave emo,c1eba7b4,-127.3924,-33.6236,3.8546
