name,hash,x,y,z
hot jazz,00632904,149.6724,255.3967,32.5294
starogradska,0b1ecf72,-86.9099,143.8725,-2.0815
war metal,0ac2df05,-275.8822,45.1763,13.3963
adelaide punk,fedb622a,-158.5323,-66.7724,-16.7047
kashmiri hip hop,a482958c,176.2759,47.4211,-8.5505
progressive technical death metal,b2061ab5,-213.4735,-24.3194,-21.9037
traditional bluegrass,9ec67bb2,34.9859,67.6295,-7.7112
tennessee experimental,f727366f,-126.7123,78.3075,-1.2485
khasi pop,1edc1c9c,46.3218,-61.4618,2.2668
panamanian indie,5f6dee44,-30.7982,-67.7587,-5.7857
jazzcore,ca27167f,-97.2745,53.8485,-3.4046
oriental classical,3b5b5df8,-136.3594,265.7806,3.6117
yu-mex,c89025fa,-73.8139,86.896,5.6405
musica chiapaneca,64546b79,213.4022,9.5811,11.174
musica indigena brasileira,ab24671c,64.8317,70.2774,-16.7121
austrian techno,a1ccc7c0,208.7537,-227.9129,-11.0572
scottish jazz,8a7a56c6,49.4019,201.5898,-2.4848
goa trance,45415d9b,82.0204,-267.4404,14.6072
sludgecore,3b71097f,-236.8473,17.2668,-5.5087
atmospheric post-rock,d3f28383,-190.239,26.3516,2.1014
mexican thrash metal,1914ac51,-176.64,11.6494,-12.8437
mevlevi sufi,66647323,-83.5088,189.7317,0.228
hard glam,1a09b111,-148.1379,-98.9635,-9.991
burkinabe pop,9318c736,135.7177,31.9564,-6.3385
musica otavalena,f6efb2ad,52.195,-52.949,10.273
indian jazz,cbdd1ba1,62.0256,120.5647,-9.8394
nova musica maranhense,354e1606,62.1787,-29.305,3.1431
acid idm,785a8b27,139.8123,-198.9961,-2.9075
polish modern jazz,38cd261c,-26.4861,179.5086,9.3696
mexican post-rock,a9ccfd98,-158.1362,12.9466,-8.2384
hazaragi pop,dbd7d42b,103.6041,39.336,-7.5879
estonian folk,84551fa6,-18.0432,75.5746,-8.1247
pittsburgh indie rock,039ee297,-128.236,-22.8994,12.1742
chamorro pop,284a0af5,67.9981,53.3126,-3.3284
aggro chileno,b55c6f34,-98.9907,-63.4773,17.5192
melodic doom,99573571,-245.0238,-62.7766,-17.1958
greek indie rock,fb1ce5a0,-66.6476,-83.5333,-14.3653
french stoner rock,b7a3fe76,-201.9953,-1.4262,-24.8724
lapland hip hop,de16a109,124.0429,-62.2545,3.8512
italian emo,17d35eb8,-157.0752,-36.924,-2.808
rap mocambicana,63de82f2,142.7312,30.6893,3.2393
native american metal,656abbcb,-171.3051,-54.1202,8.9564
hypnotic techno,876090e1,129.8977,-196.3889,-1.2957
vietnamese electronic,ba958730,70.1832,-99.0213,13.1379
dambora,6fd8c810,129.7792,123.6754,3.9582
shanghai indie,8c03c425,-89.9564,44.2737,3.9569
viola da gamba,548f4315,-168.2782,230.025,26.0791
convent,ca867d14,-237.1753,280.6677,-26.1196
deep psytrance,e6559e47,168.9957,-217.7686,11.7278
poznan indie,f65cf118,-87.5082,-85.1991,5.3027
serbian folk,2c7ab962,-59.6892,109.8089,-16.8967
surabaya indie,ddb21aee,-132.1766,-92.2998,11.9561
triangle indie,b91791af,-131.5938,21.3644,21.2646
french emo,9c841f78,-210.934,8.8889,0.749
portuguese jazz,f209fe01,-11.2123,179.3241,7.4395
slovenian metal,9ae082ce,-209.546,-100.2296,-9.1471
haryanvi ragni,7a4b9add,107.4792,135.056,-14.9195
indie canario,6c856504,-35.3302,-17.435,13.7294
son jarocho,be888b1b,156.0038,128.0096,12.6893
japanese concert band,11bddf1c,-156.0669,203.3348,21.9223
lovecraftian metal,1232d65e,-229.1366,-16.1335,-23.7692
classic psychedelic rock,aae8e5e4,-92.9434,85.5686,-2.2052
reading,227f38db,294.2536,123.1474,-14.6196
deep downtempo fusion,8cd4ec00,128.228,-132.1588,15.391
ngoni,1ce1e749,134.947,94.7095,6.2304
dicsoites,c9decf8f,-58.2787,26.7165,8.9025
austrian jazz,ebd48b64,48.4531,164.7884,-2.8791
cape breton folk,bb34b3ee,-40.7617,123.4119,23.1511
ambient industrial,c765a2eb,-206.436,67.0259,42.5453
guzheng,0a5a6368,63.8392,291.0126,-17.176
namibian pop,e80a4693,151.7284,-138.1448,5.2042
latin shoegaze,f763b745,-201.8963,-56.9114,-12.6759
rap euskera,9d9abd38,167.2183,48.9537,1.7124
dutch classical piano,e8fb4f90,-33.6545,279.6538,-6.9041
german post-rock,2a8bb14f,-108.3025,-52.4111,0.7816
bosnian electronic,de17a42e,203.5527,-208.1197,15.4681
banda militar,ff825cad,-54.6057,199.6483,22.3774
protest folk,1c7d2d3f,200.9655,284.0049,36.5939
belgian contemporary classical,513cc90b,-86.3856,249.1629,7.6164
classical mandolin,ed0cf724,172.1056,178.6981,-31.8873
bluegrass fiddle,79f618ff,-20.0471,137.4617,-13.4931
belgian black metal,6b54c133,-266.6024,12.2746,-8.8009
modern string quartet,826324ad,-148.1551,222.8771,7.8721
free improvisation,2a186dda,-44.6496,207.2857,27.9164
maltese hip hop,f1af4f00,99.747,-45.1516,-9.7185
melodic progressive metal,b82c8a2f,-175.3228,-116.248,0.7016
nordnorsk rap,519bd57e,111.5098,-111.9108,-5.7114
trap boliviano,8aedd947,162.9427,-58.7565,20.1869
lastelaulud,395b5d77,95.4086,69.0091,14.2388
icelandic punk,b677808b,-101.7275,11.0161,-1.6596
deep classic garage rock,d0323316,-44.5043,59.2856,20.4525
chapman stick,73f1da94,-34.0676,106.4509,7.5803
gumbe,d4508e42,134.5717,-39.5599,-0.5444
norwegian hardcore,925154e9,-219.895,-43.8213,-9.926
women's choir,1f7acd13,-177.301,200.8508,31.4871
koledy,6c9b9782,-115.0987,125.0532,2.7477
polish psychedelia,00f066c2,-127.2834,35.8504,9.2918
italian experimental,b9e6c745,-165.2126,58.2234,10.0281
musica queretana,3b698dde,68.6347,46.5126,-15.6361
australian black metal,508a0ece,-253.1094,9.9717,-11.8204
norwegian techno,c9eb97fc,151.9744,-200.8349,0.3834
concertina,d4a00b71,125.6049,199.8993,-33.7964
bandolim,06e7a822,122.8219,121.7293,-1.8267
sacred steel,927aca6e,-23.7146,81.4285,18.4964
metal ecuatoriano,eba8e0a5,-150.5079,-41.4455,-6.0878
dusseldorf indie,97c6442b,-11.2664,-99.4479,22.2316
downtempo fusion,7bc152e9,-35.1615,-114.9965,11.5743
marathi hip hop,e70f686d,138.0977,-76.7463,-11.3384
swedish classical,4ede7269,16.4244,228.1622,-16.9256
macedonian folk,99cf731e,-70.8737,58.0941,1.6809
boeremusiek,075f414b,64.9192,8.7013,12.115
forest black metal,69b58863,-263.6529,36.8906,15.9969
swiss country,2014e4c7,9.5706,-47.9922,-9.864
full on groove,668b4a24,154.9575,-236.8145,46.0849
haitian dance,70efc81b,101.7002,-66.5221,8.5975
finnish modern jazz,f4e44188,-11.1242,146.4835,-8.3441
vocal ensemble,c0570243,-206.2916,281.9952,10.0974
chechen pop,003f97cd,85.4864,-107.7225,-5.5832
arpa paraguaya,677ac4fb,104.8323,133.5904,-24.4308
merida indie,a934fa37,-54.0694,-100.9693,-13.6969
latvian folk,de693bde,-41.9408,93.7149,-9.258
hawaiian indie,4f2c1dbf,-19.9857,-37.5599,5.8775
sunset lounge,2a05a8ff,149.8951,-129.8821,16.8826
tibetan hip hop,3363b173,225.4876,-87.1798,20.3627
deep g funk,2713163b,223.1846,-134.8392,-9.672
new hampshire indie,e5bad1b8,-66.1418,-21.3278,4.8144
vaikiskos dainos,551ba18f,137.4144,26.1414,-0.0515
italian black metal,6f8359c8,-245.3414,-39.1321,-23.6895
thai shoegaze,9f3d865a,-137.5153,-60.1613,-9.4919
spanish progressive rock,5fa5b2bf,-135.7479,-17.116,0.5706
slovenske chvaly,2804adeb,-43.8099,53.4086,1.966
indiana indie,ff849466,-79.3094,15.8761,-4.8876
early american folk,e03c77de,45.5023,203.0816,1.1813
rap ecuatoguineano,d3d62311,255.6223,-114.523,30.8419
basel indie,4fea64bf,-80.5081,-40.3462,-4.2465
brazilian black metal,3fa435bc,-239.1074,19.7187,0.4529
lowercase,171c1e65,-199.4828,128.1796,10.863
rap malien,37372acf,203.8688,-53.2611,-23.9762
korean jazz,bdaa1290,32.7377,161.1205,-13.0582
scottish americana,e4795557,-36.9386,94.8911,-4.5103
rap nica,9a3f5e5d,156.3677,-110.0849,-1.5701
dark minimal techno,f8ef3cf5,187.0997,-253.6802,5.6711
arab metal,0d7dca59,-223.8233,-91.2658,2.0143
rotterdam indie,f534c642,-114.0619,-17.3377,15.9676
death industrial,649be57e,-220.252,36.1306,81.5465
musica tradicional dominicana,bfe9658e,91.4625,101.2158,9.7393
indonesian shoegaze,8408f8c4,-176.7564,-123.4414,-6.6156
finnish post-punk,41c19839,-148.4479,-73.3448,-0.3629
lagu iban,54e7bc82,40.9073,-97.0729,-8.0475
south african modern jazz,6441a2b2,-13.395,146.2583,5.1949
british classical piano,aed3bf57,-80.5833,255.7048,-0.0897
viet instrumental,ee9f4550,-15.2757,103.2271,3.5411
combos nacionales,acbf224a,187.4109,20.9491,-15.7218
benga,efc704af,165.9093,74.7938,-16.6417
rock caipira,459dd18a,-40.4739,-35.0272,-6.4936
medway sound,4c4f4f27,-90.7739,61.0089,-13.6445
edo old school,0bc8d55c,172.8267,40.3313,-13.3528
karbi pop,c537d9a5,25.6692,-71.8699,24.4942
techno argentina,5235f33e,201.3922,-229.0358,-11.1872
ukrainian metalcore,8fe523f5,-188.0576,-217.0428,19.8119
folk siciliana,d6bab02e,37.7601,76.6666,6.9775
nyckelharpa,d32615ba,-143.515,162.7851,-21.4046
malang punk,effef072,-149.4015,-161.2829,-2.1074
noise,9424ac79,-188.5042,63.7967,59.8776
via,a19e070e,-29.4963,58.0398,-1.9471
cuban funk,a2b9a69b,123.7822,119.0266,18.1641
british brass band,4b5c1f65,-94.4361,258.5629,1.4665
sufi chant,4c5e9768,-66.5177,176.9038,1.2172
brazilian metalcore,8c19645c,-168.1994,-159.2275,5.148
experimental dub,378495ab,104.736,-150.607,14.7361
greek punk,5fc1d69c,-144.4209,-99.4254,-8.6894
vintage reggae,ec53f097,257.3303,-43.3581,-38.8637
contemporary classical piano,19fed147,6.4644,255.4018,-8.6007
dutch punk,6bdffe77,-139.3731,-60.4481,-18.3281
finnish tango,93aa0bfc,-55.5334,146.5771,8.0432
salzburg indie,9b3f96c3,36.5659,-105.3126,-7.7054
musica cearense,8ee49793,47.3443,22.211,31.6167
irish accordion,8ec3b3cf,29.4663,119.5664,8.0814
mathgrind,44206dfa,-222.5278,40.4579,12.1446
canti alpini,1df468f2,-99.3155,225.8745,9.5803
bhutanese pop,51f8a8e5,69.4508,54.8685,-8.6338
frankfurt indie,704f0f2a,-111.5715,-76.7705,-4.8789
barrelhouse piano,09a73e0c,192.9632,267.944,29.3194
tongan pop,bf0cec61,52.5764,34.1954,-5.427
black sludge,7cf8bd39,-216.1567,22.01,11.6462
shoegaze chileno,8950470c,-189.0291,-61.543,-4.3111
peruvian metal,d20d0251,-183.8456,-53.9639,1.5286
math rock latinoamericano,a6561e3a,-123.1396,-20.3363,-7.0932
c64,84a51684,29.0379,-163.6702,-6.8975
fado instrumental,5185ad10,27.9273,167.4482,-2.6733
danish classical,d5f86c3a,-157.0538,288.7753,-0.2796
rap gabonais,a13b7cf4,166.0804,-5.4255,15.5936
rwandan hip hop,64401ca2,173.7762,10.8226,14.4236
demoscene,379e8e35,14.8523,-154.5076,-6.2133
tajik pop,21523676,70.819,-67.9587,-0.5356
rez country,23d53bad,4.7183,-30.7887,6.5734
veena,72e4a37e,32.3111,218.5814,5.5998
power electronics,2fc0aa8d,-200.0398,42.9774,95.1599
musica morelense,5769329c,122.3331,71.217,-9.3182
russian hardcore,b0a2522c,-170.4092,-62.6869,-15.042
south african metal,98392702,-167.7961,-139.7618,-2.0958
leon gto indie,5e013853,-28.7203,-80.6365,-19.5238
indie fuzzpop,49dae92b,-72.4048,-9.3445,9.0241
oeteldonk,a601bde5,55.816,89.7598,0.1383
chamber choir,a9c3d86e,-271.5668,270.531,-25.0103
seychelles pop,4f02f66c,162.062,-83.3009,-1.6761
german rockabilly,c39b008a,14.6941,17.8622,8.8058
djecje pjesme,65848aaa,43.4289,-22.305,16.8661
folk metal latinoamericano,d2c1df08,-182.6722,-41.7827,5.963
baps,609426fe,71.9178,130.7433,-5.8652
steelpan,4739572a,113.8343,-8.5565,-22.2417
sda choir,2112d76e,71.123,47.3354,-24.414
rio grande do sul indie,b355962b,-8.5114,23.0172,9.8444
illbient,9da1bf6f,23.8753,-63.6559,27.6359
ryukoka,ab135fa9,-6.6426,259.8631,-17.3633
occult black metal,c5c49e7a,-283.338,26.2328,1.3027
lesotho traditional,8f7f0d25,54.1154,-81.8936,-5.6798
denver rap,0ec751f1,119.5669,-49.6005,-2.5812
sundanese traditional,270b58f5,73.8625,187.9308,-0.1585
coptic hymn,bf3fced5,-92.518,198.4569,-18.7844
marrabenta,85e26f12,114.6061,29.5943,-7.9916
belgian death metal,a25d58f2,-212.8837,-58.6099,-22.4148
irish black metal,af6f8d25,-259.6754,12.2276,-9.5202
latvian electronic,e42c2c91,188.6792,-199.3333,-3.7624
cuatro puertorriqueno,a381c7dc,103.4304,107.276,13.8335
spanish post-rock,71bdfb5d,-165.5987,-29.6941,14.8258
italian contemporary classical,68aed90b,-99.7364,261.7361,0.8419
deep hardtechno,5743cf37,22.0409,-251.4106,32.2239
tuna universitaria,4ac8be72,-25.6919,144.7928,10.4778
neo-manele,2f6f72e5,93.9172,-115.8949,0.6208
finnish choir,dea1301a,-236.398,283.4514,-27.556
greek techno,483dcf1f,191.6332,-234.4428,14.0899
uk post-metal,75837b8b,-242.251,-6.4026,-13.0949
vintage country folk,8d4f2853,123.9717,266.8986,50.7274
japanese dub,71a722b0,126.4559,-146.1529,4.9263
qanun,2bc138cc,34.6423,156.5841,5.4642
trikiti,74c1fe33,119.759,58.3383,0.2613
latin surf rock,a575d04e,-118.7357,-71.287,21.1413
japanese orchestra,7c25d8b3,-204.4923,173.5793,-23.8687
alternative metalcore,b82f736f,-145.7991,-85.5176,-1.317
italogaze,b04256f6,-207.949,-65.9646,4.7072
australian classical piano,19bc0ba5,-42.3649,279.4359,-6.9039
nz alternative rock,97d990ff,-125.5984,-53.3883,2.7639
guitar case,4c8d49de,-15.2871,-74.258,-22.4885
metal gaucho,afbbdab0,-187.6495,-61.9141,-3.4876
derry indie,25b4ebc3,-83.9676,31.8363,1.0168
lowlands hardcore,42d704e6,-193.0016,-2.0126,-23.4764
chamame brasilero,33fd7e12,106.7932,-22.1875,-9.0314
ritual ambient,98bfcb07,-234.2266,75.7224,60.6308
chinese post-rock,6c8dfc2a,-130.3617,43.5545,10.4662
french post-rock,bdfd8623,-179.0461,-16.575,0.1172
classic australian country,289b9839,61.1168,101.9812,-0.5193
yoik,a07c9221,-72.6416,106.3361,12.7176
german orchestra,aa942061,-172.9566,269.2632,10.6144
classical clarinet,d290acd8,9.9335,239.0252,-51.6105
russian contemporary classical,9ba59ba0,-144.3538,266.2961,-5.3674
galician indie,a363b693,-52.7025,-21.1546,25.6785
dub poetry,5ee31cba,250.065,-21.75,-27.8452
dortmund indie,a9c9c1cc,-67.8279,-129.8164,-18.7062
brno indie,70e21879,-37.6662,44.4515,22.957
myanmar gospel,473b7e90,-89.6263,51.7038,-0.0917
ugandan hip hop,2fddaf03,159.4967,20.7694,13.8253
pops orchestra,31af4a3b,-173.6682,158.7744,37.9698
belgian post-rock,5a290e21,-146.4396,20.6568,-2.7718
baroque ensemble,f9dda56c,-168.4499,219.6161,24.3679
norwegian folk,e16305e8,-82.0814,242.6303,5.0381
russian orchestra,c77ede0a,-189.6686,269.5809,18.3743
gaita,80531bed,-163.6691,50.2953,3.8127
mexican techno,b2e8a7fe,180.1892,-232.3635,12.1883
swedish fiddle,ec8df983,-99.5093,209.3182,18.1941
macedonian electronic,1155af59,220.3447,-221.5633,-1.3631
italian doom metal,ab3a38cc,-233.6428,-21.0602,-8.6068
yakut pop,b540475e,59.0206,-84.9854,-17.4437
brockton hip hop,4be620bd,127.6544,48.9031,1.5262
nz punk,8d4af1a7,-159.982,-46.8345,-4.094
irish fiddle,0a280b2f,11.8616,235.5817,14.4395
finnish experimental,a85f0793,-41.4476,28.5106,6.8689
coldwave,838e4758,-56.7283,-159.3202,-4.4924
portsmouth indie,ffb6bc4d,-101.8065,-43.1724,5.384
romanian metal,6d28c703,-196.8079,-43.711,-22.2133
french renaissance,12590012,-139.8635,259.6778,5.2127
sarod,2d312319,59.1483,231.8497,0.1059
fort wayne indie,4bd58466,-72.7949,3.02,3.4939
turkish death metal,2fd2775a,-215.77,-56.3534,-18.8607
volkstumliche musik,59d82b6c,48.6485,-103.4982,-0.2969
firenze indie,511d044f,-75.7786,-27.9199,-5.6879
canadian classical piano,caf69a94,3.3659,282.3828,-13.9219
musica sergipana,8c829598,28.1817,-11.027,12.5301
indonesian neo-psychedelia,eb538838,-133.4841,-32.4821,-4.5436
keller synth,1ac57a21,-198.2722,63.6482,116.6076
cifteli,f6f052e1,17.1151,97.6736,-8.3109
gothic doom,ce7c402f,-177.5425,-55.3829,10.0857
tarantella,60043422,-3.929,15.7732,-4.1578
drama,63b12989,293.0589,117.0134,-19.9562
finnish hardcore,c1190cd8,-190.2119,11.0316,-4.8416
quebec hardcore,870f6390,-180.967,-58.072,1.1411
swedish emo,87fd8104,-211.7628,-9.7898,12.473
swedish contemporary classical,bcf1e599,-207.4986,253.2657,27.5908
rap toscana,e32cebba,110.3685,-54.8655,0.1769
sotalaulut,b068a800,24.2941,141.0439,-2.4136
deep filthstep,502d6460,-0.1941,-184.4291,-2.9907
deep eurodance,6c677ef8,91.1911,-180.0407,17.1077
brass band brasileiro,e01da8a6,94.4964,18.7185,-8.1528
modern chamber music,ae4db1de,-62.352,239.4581,21.6685
south african punk,4fe8cf14,-4.8142,-94.2549,7.8633
medimeisterschaften,8886c44e,133.5334,-158.4514,22.2124
indie poblano,0d9b29fd,-67.7694,-19.2706,10.5629
trondheim indie,c562dda7,-124.5244,-8.4,3.5881
israeli punk,db7cf1f7,-149.9449,-85.0949,11.1368
dutch underground hip hop,d0a4a9c7,117.5798,48.9651,-9.8597
chinese reggae,beae5143,115.8787,-165.1227,6.4539
isle of man indie,10819617,-71.9987,74.3654,16.8427
magyar musicalek,625d39c2,-0.7882,39.7186,4.6839
bernu dziesmas,944702ba,100.3394,23.3204,-12.6912
radio symphony,2ac75df6,-178.0027,254.0051,18.546
decije pesme,fe0dacc5,142.3909,2.6741,8.3885
re:techno,d8b8d156,190.8878,-274.8246,10.692
raw black metal,c52e5041,-252.7999,8.9546,-20.616
metal paranaense,38ecca7b,-181.4172,-36.3865,-12.4289
oulu indie,6419d4ef,-126.9053,-25.7449,11.5017
ancient mediterranean,54b0d95b,54.8784,219.0787,-5.2172
ohangla,17c4eb30,143.1392,66.7436,-4.7642
idol game,440bc71c,-114.7027,-263.4731,-22.303
cello ensemble,d5352f25,-213.6154,259.158,25.8177
indie paraense,bdda1325,31.8547,-43.48,15.3018
rap alagoano,af7ce791,143.7179,-54.0197,-2.6996
musica prehispanica,d1d905ba,42.9134,58.2279,4.5072
taiwan classical performance,2b706fc1,-20.2578,262.9989,17.8064
clawhammer banjo,1ac6be18,112.126,146.0062,-35.908
romanian punk,ebe13485,-82.1275,-102.6078,1.8501
missouri indie,fe5c4cd3,-55.2134,46.4329,-12.4268
spanish classical piano,5a72a772,-7.9785,284.396,-9.9088
polish experimental electronic,4ee06533,-24.0985,-31.1384,-12.4045
italian hardcore,8866d0b1,-196.1939,4.8583,-24.3466
classic latvian pop,927fd7fe,37.512,74.7349,-3.1372
jazz dominicano,06a10ca7,106.4212,66.6668,1.2841
botswana hip hop,74788de3,147.3698,43.8332,3.0741
shib,9badb403,152.8465,-122.9623,-4.9976
electroacoustic improvisation,35cb63c4,-138.9812,122.6745,-2.593
west virginia metal,ecf90706,-189.1832,-1.6679,-4.3986
lute,21f030ae,123.1726,277.859,4.4703
indie boliviano,b1a696fe,19.5817,-65.0472,13.0366
oratory,cb5e9735,255.1159,250.7141,29.9016
austrian punk,3dee7097,-126.1544,-137.2315,11.4159
karen pop,1517e22b,51.4066,-25.6947,6.238
syro-aramaic chant,5f9f198c,-128.6087,200.9797,11.9075
chill-out trance,93f94745,11.9292,-156.0781,24.8138
balalaika,71446539,-12.6262,194.2622,7.6428
vintage norwegian pop,7881ccaf,60.1108,228.8439,0.4233
kompa chretien,c831c930,21.7212,-41.621,7.8845
instrumental death metal,daebd2be,-193.1084,-86.3762,-8.5829
mizo gospel,19973f8a,-127.5696,45.6233,7.9766
bern indie,a1aa456f,1.7756,-43.8924,8.7018
san antonio indie,e7f8f060,-119.8406,-31.3377,11.725
rap sergipano,fe97ce1d,118.9415,-6.3535,7.2967
japanese melodic hardcore,914a8a10,-184.0839,-134.6184,-9.1861
fisarmonica,72a9676e,117.6564,57.5433,-5.0828
jug band,76d3660d,160.7709,265.4871,29.9293
drone rock,739ee8d3,-199.9786,40.1641,80.9558
post-punk brasileiro,cf0f5b01,-80.0947,-137.8834,-13.6001
musica folk asturiana,8af59597,-145.0601,56.2005,9.454
swedish ebm,cef81af7,102.6672,-241.6892,36.3793
french rock-and-roll,5313c9de,-5.7069,113.7492,-19.6694
oxford choir,56f64d6c,-239.0,259.5505,-9.2598
lombok indie,6ae65d32,-44.1213,-69.1804,6.6639
tamburica,021ba560,-91.6063,113.3295,-17.3924
austrian stoner rock,971e8818,-150.1704,-9.3613,-3.4846
luxembourgian pop,0b415622,55.4523,50.6327,-5.5459
modern mod,fac9f4b0,-110.516,-89.3917,3.2152
reggae boliviano,9a9bc277,73.3054,-113.6469,19.8296
tuvan folk,be3c581e,-99.8133,162.1831,-36.2093
canadian shoegaze,185eb02c,-210.7294,-41.58,-10.8816
hong kong tv drama,9cd1fae2,-4.4586,-41.2015,5.659
chinese new year,0dd37606,5.4566,-28.4327,5.4352
skweee,4c64e0f4,252.3051,-160.1273,14.6983
diy pop punk,554416f7,-145.6519,-103.4599,-0.3266
italian classical piano,e4c69dac,3.2509,270.1213,-11.4066
swedish choir,23432207,-231.4033,263.7813,-12.7048
muzica bisericeasca,2c03fa90,-172.7226,284.8275,2.4451
galway indie,6d0cfe2c,-75.5185,63.2785,8.3846
new england hardcore,2e7b4a91,-203.7417,7.0561,-23.5771
rock catracho,85624ae8,-62.9369,-45.548,2.0408
chinese metal,83bae034,-155.1021,-152.4878,0.3385
neo-trad prog,cc8bf0a7,-150.5003,-20.9901,-13.8118
iraqi hip hop,ececda70,132.8129,27.7374,-6.2023
jazz chileno,829b574b,23.887,145.5828,-21.8252
bosstown sound,525964dd,-45.6513,66.9647,-0.3658
japanese black metal,2a49355e,-263.2703,-5.8444,-37.2958
rominimal,2375daf1,376.8515,-263.1975,2.7841
ohio hardcore,f7389f21,-200.6057,46.8605,-8.2575
hungarian contemporary classical,ea53bff9,-99.2671,267.2724,3.2732
finnish psychedelic rock,e2291395,-193.6965,46.6391,2.6373
rap paraguayo,8feaf0b1,180.9168,-97.1527,16.2189
hypertrance,b560375c,-101.4794,-24.1991,1.8416
canzone siciliane,28fd21d2,74.7033,-4.4529,-5.6141
christian death metal,09552ce7,-201.5729,-71.0492,-4.0473
irish contemporary classical,64a995a4,-118.9045,204.7336,31.5294
swazi pop,c895856c,95.3628,-55.6046,7.0252
australian shoegaze,5aac798a,-217.8838,-31.1992,-15.1114
nubian traditional,9e4e6eb3,67.4495,66.1312,-22.4561
classic ukrainian pop,d6a89ae5,-51.8099,96.2369,-3.6414
staff band,c0faefab,-207.001,275.3976,14.9422
traditional southern folk,738afd1c,139.587,237.3174,16.9277
rock alagoano,cd8e01db,-35.1795,-90.1815,1.0853
indie sudcaliforniano,8d96f4b2,26.4882,-59.0395,19.1217
trap kreyol,d7d7e219,180.6414,-76.1336,8.9873
catalan folk,61645897,31.0361,203.0295,11.4587
jazz tico,a5b2c98a,62.4182,113.2549,-10.0666
russian black metal,be40c33f,-278.8259,-66.2901,-30.0343
ringtone,bd504e9a,51.3481,-14.7569,9.7158
danish folk,26172385,-36.4996,156.6483,23.7264
singaporean metal,bc9ad101,-198.3276,13.1814,1.4817
muzica ardeleneasca,27bea34d,-46.12,180.2278,5.4678
russian choir,b9fa302a,-289.9417,270.3384,-30.4351
cuban electronic,5e2bfee3,111.6796,-202.0775,16.8857
austrian orchestra,8c5a8ed0,-133.4744,259.8798,6.2964
icelandic traditional,066ce807,-70.5262,208.5917,11.3454
bulgarian folk,0c0dd9ea,-151.6945,200.3151,18.0064
kannada indie,a530f94c,73.1372,-62.3578,22.786
musica piauiense,c67c45a2,69.882,38.4641,3.6652
kol isha,552153b3,-42.3163,29.2996,8.5292
terrorcore,2908ec21,19.6149,-242.0389,-16.2034
lagu maluku,44d41b87,-9.827,39.8873,-7.1152
houston indie,0471fdf6,-117.9497,-11.0029,0.0988
rap nortista,3d6b0e88,130.3463,58.0148,8.1635
cathedral choir,59941092,-294.815,287.5504,-31.0959
folclore portugues,d74c2ed9,35.7577,67.4949,10.0768
croatian metal,e75387a4,-152.8264,-133.8784,-4.0746
svensk indie,993222ee,-105.2162,-25.3046,6.8736
paraguayan indie,9689b17c,-2.8919,-62.966,-20.1507
musique urbaine brazzaville,c24e4099,152.4133,5.0532,9.8327
cumbia funk,a285655a,129.6071,67.4737,1.6064
industrial hardcore,4775183e,-57.1926,-185.334,4.9203
pilates,710a31c9,-149.435,126.9529,-8.0224
armenian indie,79c5ef72,-50.4741,34.474,-6.9886
zarzuela,5f4521c8,-68.59,255.6768,-1.3587
korean musicals,c5eb06b0,-129.2827,138.0595,-39.3192
faroese folk,69ff1b65,-31.2476,162.2066,25.0695
libyan hip hop,fdf0a234,156.5253,51.9712,8.5963
russian power metal,425900c4,-180.5235,-168.9247,5.8159
tibetan traditional,f0dd6e3a,-75.5933,211.7456,-21.5626
viet edm,f402e01a,53.4254,-168.8353,-17.5747
chamber ensemble,6033c4a9,-134.2668,255.2177,7.7069
polish post-rock,768f6709,-166.4202,-45.8137,4.3148
indian ambient,609b197d,-172.7429,28.0853,-7.0771
deep hardcore,cc9d1147,47.9472,-222.2156,-5.7591
belgian punk,9a555ab8,-165.7054,-126.1768,4.0251
new jack smooth,94a642ef,73.1425,-104.6757,9.1302
mountain dulcimer,e435c4a4,63.1911,194.2859,-0.6432
pontian folk,3547ac20,-18.6424,152.7017,35.7851
musica campista,de47a3f0,-21.8212,-17.9308,3.5057
turkish experimental,4e29011b,-150.9183,73.4799,3.0443
deep melodic metalcore,8fdfe18a,-157.8348,-87.2902,-6.1977
arkansas metal,5c5b70ae,-203.5079,-14.7721,10.6703
japanese hardcore,cbadbd2e,-198.9002,11.8831,-12.1657
wisconsin metal,b1f47a94,-188.2048,-74.3018,2.1813
paracana,ca5bd165,-40.4369,52.3995,18.1781
italo beats,f3045ed7,128.3531,-237.555,41.7262
dub product,84d4a184,312.7713,-111.7592,6.7101
pinoy shoegaze,cbbcba86,-136.6984,-23.8546,-2.8556
prague indie,a0fac32c,-59.8698,-32.556,3.1895
jazz tuba,22830ce8,51.3649,166.0858,-4.5695
norwegian punk,712761e9,-124.9348,5.93,4.0726
native american black metal,e825226b,-228.0783,9.1776,-3.1139
irish flute,da834a18,-31.6997,220.7303,3.1399
baton rouge indie,1795cb0a,-100.7667,16.7179,1.3486
guitarra portuguesa,78940dfd,59.4742,201.7614,-11.4692
tabla,10ad4f42,122.989,118.4512,8.9973
wuhan indie,422ecde1,-97.3531,-20.8977,1.8782
indian violin,f9400622,31.3763,223.5495,-3.7816
dansk comedy,3e6c0f14,191.1185,145.6885,-22.8276
colombian hardcore,50a65e9f,-159.2805,-70.9393,-14.8121
horror punk brasileiro,7258a565,-154.2472,-88.4325,-10.896
